,personId,firstName,lastName,birthdate,lastAttended,country,height,bodyWeight,guard,forward,center,draftYear,draftRound,draftNumber,fullName
636,1474,Larry,Krystkowiak,1964-09-23,Montana,USA,81.0,220.0,False,True,False,1986.0,2.0,28.0,Larry Krystkowiak
637,1477,Bruce,Bowen,1971-06-14,California State-Fullerton,USA,79.0,200.0,False,True,False,-1.0,-1.0,-1.0,Bruce Bowen
638,1478,Stevin,Smith,1972-01-24,Arizona State,USA,74.0,208.0,True,False,False,-1.0,-1.0,-1.0,Stevin Smith
639,1479,Mike,Brown,1963-07-19,George Washington,USA,82.0,260.0,False,True,True,1985.0,3.0,69.0,Mike Brown
640,1489,Lionel,Simmons,1968-11-14,La Salle,USA,79.0,210.0,False,True,False,1990.0,1.0,7.0,Lionel Simmons
641,1495,Tim,Duncan,1976-04-25,Wake Forest,US Virgin Islands,83.0,250.0,False,True,True,1997.0,1.0,1.0,Tim Duncan
642,1496,Keith,Van Horn,1975-10-23,Utah,USA,82.0,245.0,False,True,False,1997.0,1.0,2.0,Keith Van Horn
643,1497,Chauncey,Billups,1976-09-25,Colorado,USA,75.0,210.0,True,False,False,1997.0,1.0,3.0,Chauncey Billups
644,1498,Antonio,Daniels,1975-03-19,Bowling Green,USA,76.0,205.0,True,False,False,1997.0,1.0,4.0,Antonio Daniels
645,1499,Tony,Battie,1976-02-11,Texas Tech,USA,83.0,240.0,False,False,True,1997.0,1.0,5.0,Tony Battie
646,1500,Ron,Mercer,1976-05-18,Kentucky,USA,79.0,215.0,True,True,False,1997.0,1.0,6.0,Ron Mercer
647,1501,Tim,Thomas,1977-02-26,Villanova,USA,82.0,240.0,False,True,False,1997.0,1.0,7.0,Tim Thomas
648,1502,Adonal,Foyle,1975-03-09,Colgate,St. Vincent & Grenadines,82.0,270.0,False,False,True,1997.0,1.0,8.0,Adonal Foyle
649,1503,Tracy,McGrady,1979-05-24,Mount Zion Christian Academy (NC),USA,80.0,1503.0,True,True,False,1997.0,1.0,9.0,Tracy McGrady
650,1504,Danny,Fortson,1976-03-27,Cincinnati,USA,80.0,260.0,False,True,True,1997.0,1.0,10.0,Danny Fortson
651,1505,Tariq,Abdul-Wahad,1974-11-03,San Jose State,France,78.0,235.0,True,True,False,1997.0,1.0,11.0,Tariq Abdul-Wahad
652,1506,Austin,Croshere,1975-05-01,Providence,USA,82.0,240.0,False,True,False,1997.0,1.0,12.0,Austin Croshere
653,1507,Derek,Anderson,1974-07-18,Kentucky,USA,77.0,195.0,True,False,False,1997.0,1.0,13.0,Derek Anderson
654,1508,Maurice,Taylor,1976-10-30,Michigan,USA,81.0,265.0,False,True,True,1997.0,1.0,14.0,Maurice Taylor
655,1509,Kelvin,Cato,1974-08-26,Iowa State,USA,83.0,275.0,False,False,True,1997.0,1.0,15.0,Kelvin Cato
656,1510,Brevin,Knight,1975-11-08,Stanford,USA,70.0,1510.0,True,False,False,1997.0,1.0,16.0,Brevin Knight
657,1511,Johnny,Taylor,1974-06-04,Tennessee-Chattanooga,USA,81.0,220.0,False,True,False,1997.0,1.0,17.0,Johnny Taylor
658,1512,Chris,Anstey,1975-01-01,South East Melbourne,Australia,84.0,249.0,False,False,True,1997.0,1.0,18.0,Chris Anstey
659,1513,Scot,Pollard,1975-02-12,Kansas,USA,83.0,278.0,False,True,True,1997.0,1.0,19.0,Scot Pollard
660,1514,Paul,Grant,1974-01-06,Wisconsin,USA,84.0,245.0,False,False,True,1997.0,1.0,20.0,Paul Grant
661,1515,Anthony,Parker,1975-06-19,Bradley,USA,78.0,210.0,True,False,False,1997.0,1.0,21.0,Anthony Parker
662,1516,Ed,Gray,1975-09-27,California,USA,75.0,210.0,True,False,False,1997.0,1.0,22.0,Ed Gray
663,1517,Bobby,Jackson,1973-03-13,Minnesota,USA,73.0,185.0,True,False,False,1997.0,1.0,23.0,Bobby Jackson
664,1518,Rodrick,Rhodes,1973-09-24,Southern California,USA,78.0,225.0,True,False,False,1997.0,1.0,24.0,Rodrick Rhodes
665,1519,John,Thomas,1975-09-08,Minnesota,USA,81.0,265.0,False,False,True,1997.0,1.0,25.0,John Thomas
666,1520,Charles,Smith,1975-08-22,New Mexico,USA,76.0,200.0,True,False,False,1997.0,1.0,26.0,Charles Smith
667,1521,Jacque,Vaughn,1975-02-11,Kansas,USA,73.0,190.0,True,False,False,1997.0,1.0,27.0,Jacque Vaughn
668,1522,Keith,Booth,1974-10-09,Maryland,USA,78.0,226.0,False,True,False,1997.0,1.0,28.0,Keith Booth
669,1525,Charles,O'Bannon,1975-02-22,UCLA,USA,77.0,1525.0,True,False,False,1997.0,2.0,31.0,Charles O'Bannon
670,1526,James,Cotton,1975-12-14,Long Beach State,USA,77.0,220.0,True,False,False,1997.0,2.0,32.0,James Cotton
671,1527,Marko,Milic,1977-05-05,Union Olimpija,Slovenia,78.0,1527.0,False,False,False,1997.0,2.0,33.0,Marko Milic
672,1528,Bubba,Wells,1974-07-26,Austin Peay,USA,77.0,1528.0,False,True,False,1997.0,2.0,34.0,Bubba Wells
673,1529,Kebu,Stewart,1973-12-19,California State-Bakersfield,USA,80.0,239.0,False,True,False,1997.0,2.0,35.0,Kebu Stewart
674,1530,James,Collins,1973-11-05,Florida State,USA,76.0,196.0,True,False,False,1997.0,2.0,36.0,James Collins
675,1531,Marc,Jackson,1975-01-16,Temple,USA,82.0,253.0,False,True,False,1997.0,2.0,37.0,Marc Jackson
676,1532,Jerald,Honeycutt,1974-10-20,Tulane,USA,81.0,1532.0,True,True,False,1997.0,2.0,38.0,Jerald Honeycutt
677,1533,Anthony,Johnson,1974-10-02,College of Charleston,USA,75.0,195.0,True,False,False,1997.0,2.0,39.0,Anthony Johnson
678,1535,Jason,Lawson,1974-09-02,Villanova,USA,83.0,240.0,False,False,True,1997.0,2.0,41.0,Jason Lawson
679,1536,Stephen,Jackson,1978-04-05,Butler C.C. (KS),USA,80.0,220.0,True,True,False,1997.0,2.0,42.0,Stephen Jackson
680,1538,Cedric,Henderson,1975-03-11,Memphis,USA,79.0,225.0,False,True,False,1997.0,2.0,44.0,Cedric Henderson
681,1539,God,Shammgod,1976-04-29,Providence,USA,72.0,169.0,True,False,False,1997.0,2.0,45.0,God Shammgod
682,1540,Eric,Washington,1974-03-24,Alabama,USA,76.0,1540.0,True,True,False,1997.0,2.0,46.0,Eric Washington
683,1541,Alvin,Williams,1974-08-06,Villanova,USA,77.0,195.0,True,False,False,1997.0,2.0,47.0,Alvin Williams
684,1542,Predrag,Drobnjak,1975-10-27,Efes Pilsen,Serbia,83.0,270.0,False,False,True,1997.0,2.0,48.0,Predrag Drobnjak
685,1544,Chris,Crawford,1975-05-13,Marquette,USA,81.0,1544.0,False,True,False,1997.0,2.0,50.0,Chris Crawford
686,1545,DeJuan,Wheat,1973-10-14,Louisville,USA,72.0,165.0,True,False,False,1997.0,2.0,51.0,DeJuan Wheat
687,1548,Mark,Blount,1975-11-30,Pittsburgh,USA,84.0,250.0,False,True,True,1997.0,2.0,54.0,Mark Blount
688,1554,Jamal,Robinson,1973-12-27,Virginia,USA,,,,,,1997.0,,,Jamal Robinson
689,1559,Adrian,Griffin,1974-07-04,Seton Hall,USA,77.0,230.0,True,True,False,-1.0,-1.0,-1.0,Adrian Griffin
690,1562,Gerard,King,1972-11-25,Nicholls State,USA,,,False,True,False,-1.0,-1.0,-1.0,Gerard King
691,1563,Kevin,Ollie,1972-12-27,Connecticut,USA,74.0,195.0,True,False,False,-1.0,-1.0,-1.0,Kevin Ollie
692,1564,Etdrick,Bohannon,1973-05-29,Auburn-Montgomery,USA,,,False,True,False,-1.0,-1.0,-1.0,Etdrick Bohannon
693,1565,Michael,Stewart,1975-04-25,California,USA,82.0,230.0,False,False,True,-1.0,-1.0,-1.0,Michael Stewart
694,1569,Keith,Closs,1976-04-03,Central Connecticut State,USA,87.0,212.0,False,False,True,-1.0,-1.0,-1.0,Keith Closs
695,1572,Nate,Huffman,1975-04-02,Central Michigan,USA,85.0,245.0,False,False,True,-1.0,-1.0,-1.0,Nate Huffman
696,1575,Derek,Grimm,1974-08-03,Missouri,USA,81.0,230.0,False,True,False,-1.0,-1.0,-1.0,Derek Grimm
697,1576,Travis,Williams,1969-05-27,South Carolina State,USA,78.0,215.0,False,True,False,-1.0,-1.0,-1.0,Travis Williams
698,1577,Darnell,Mee,1971-02-11,Western Kentucky,USA,77.0,1577.0,True,False,False,1993.0,2.0,34.0,Darnell Mee
699,1578,Shea,Seals,1975-08-26,Tulsa,USA,77.0,210.0,True,False,False,-1.0,-1.0,-1.0,Shea Seals
700,1585,Brandon,Williams,1975-02-27,Davidson,USA,78.0,215.0,False,True,False,-1.0,-1.0,-1.0,Brandon Williams
701,1591,Alvin,Sims,1974-10-18,Louisville,USA,76.0,235.0,True,False,False,-1.0,-1.0,-1.0,Alvin Sims
702,1593,Charles,Shackleford,1966-04-22,North Carolina State,USA,83.0,245.0,False,False,True,1988.0,2.0,32.0,Charles Shackleford
703,1594,Rick,Brunson,1972-06-14,Temple,USA,76.0,190.0,True,False,False,-1.0,-1.0,-1.0,Rick Brunson
704,1600,Kornel,David,1971-10-22,Budapest AEH,USA,81.0,230.0,False,True,False,-1.0,-1.0,-1.0,Kornel David
705,1601,Rusty,LaRue,1973-12-10,Wake Forest,USA,75.0,1601.0,False,False,False,-22.0,-22.0,-22.0,Rusty LaRue
706,1603,Walter,Bond,1969-02-01,Minnesota,USA,77.0,200.0,True,False,False,-1.0,-1.0,-1.0,Walter Bond
707,1607,Troy,Hudson,1976-03-13,Southern Illinois,USA,73.0,178.0,True,False,False,-1.0,-1.0,-1.0,Troy Hudson
708,1609,Art,Long,1972-10-01,Cincinnati,USA,81.0,1609.0,False,True,False,-22.0,-22.0,-22.0,Art Long
709,1612,Chris,Garner,1975-02-23,Memphis,USA,70.0,156.0,True,False,False,-1.0,-1.0,-1.0,Chris Garner
710,1619,Kiwane,Garris,1974-09-24,Illinois,USA,74.0,1619.0,True,False,False,-22.0,-22.0,-22.0,Kiwane Garris
711,1622,Rodney,McCray,1961-08-29,Louisville,USA,80.0,1622.0,False,True,False,1983.0,1.0,3.0,Rodney McCray
712,1628,Alan,Ogg,1967-07-05,Alabama-Birmingham,USA,86.0,240.0,False,False,True,-1.0,-1.0,-1.0,Alan Ogg
713,1630,Mikki,Moore,1975-11-04,Nebraska,USA,84.0,225.0,False,True,True,-1.0,-1.0,-1.0,Mikki Moore
714,1631,Billy,Thompson,1963-12-01,Louisville,USA,79.0,195.0,False,True,False,1986.0,1.0,19.0,Billy Thompson
715,1635,Malcolm,Mackey,1970-07-11,Georgia Tech,USA,81.0,248.0,False,True,False,1993.0,1.0,27.0,Malcolm Mackey
716,1636,Ike,Nwankwo,,,,,,,,,,,,Ike Nwankwo
717,1654,Scott,Skiles,,,,,,,,,,,,Scott Skiles
718,1666,Gerald,Madkins,1969-04-18,UCLA,USA,76.0,200.0,True,False,False,-1.0,-1.0,-1.0,Gerald Madkins
719,1667,Steve,Henson,1968-02-02,Kansas State,USA,71.0,177.0,True,False,False,1990.0,2.0,44.0,Steve Henson
720,1677,Harold,Ellis,1970-10-07,Morehouse,USA,77.0,220.0,True,True,False,-1.0,-1.0,-1.0,Harold Ellis
721,1680,Brian,Oliver,1968-06-01,Georgia Tech,USA,76.0,210.0,True,False,False,1990.0,2.0,32.0,Brian Oliver
722,1682,Reggie,Hanson,1968-10-08,Kentucky,USA,80.0,1682.0,False,True,False,-22.0,-22.0,-22.0,Reggie Hanson
723,1683,Larry,Robinson,1968-01-11,Centenary-Louisiana,USA,75.0,180.0,True,False,False,-1.0,-1.0,-1.0,Larry Robinson
724,1709,Michael,Olowokandi,1975-04-03,Pacific,Nigeria,84.0,270.0,False,False,True,1998.0,1.0,1.0,Michael Olowokandi
725,1710,Mike,Bibby,1978-05-13,Arizona,USA,74.0,195.0,True,False,False,1998.0,1.0,2.0,Mike Bibby
726,1711,Raef,LaFrentz,1976-05-29,Kansas,USA,83.0,240.0,False,True,True,1998.0,1.0,3.0,Raef LaFrentz
727,1712,Antawn,Jamison,1976-06-12,North Carolina,USA,81.0,1712.0,False,False,False,1998.0,1.0,4.0,Antawn Jamison
728,1713,Vince,Carter,1977-01-26,North Carolina,USA,78.0,1713.0,True,True,False,1998.0,1.0,5.0,Vince Carter
729,1714,Robert,Traylor,1977-02-01,Michigan,USA,80.0,284.0,False,True,True,1998.0,1.0,6.0,Robert Traylor
730,1715,Jason,Williams,1975-11-18,Florida,USA,73.0,180.0,True,False,False,1998.0,1.0,7.0,Jason Williams
731,1716,Larry,Hughes,1979-01-23,St. Louis,USA,77.0,185.0,True,False,False,1998.0,1.0,8.0,Larry Hughes
732,1717,Dirk,Nowitzki,1978-06-19,DJK Wurzburg,Germany,84.0,245.0,False,True,False,1998.0,1.0,9.0,Dirk Nowitzki
733,1718,Paul,Pierce,1977-10-13,Kansas,USA,79.0,235.0,False,True,False,1998.0,1.0,10.0,Paul Pierce
734,1719,Bonzi,Wells,1976-09-28,Ball State,USA,77.0,210.0,True,True,False,1998.0,1.0,11.0,Bonzi Wells
735,1720,Michael,Doleac,1977-06-15,Utah,USA,83.0,262.0,False,False,True,1998.0,1.0,12.0,Michael Doleac
736,1721,Keon,Clark,1975-04-16,UNLV,USA,83.0,221.0,False,True,True,1998.0,1.0,13.0,Keon Clark
737,1722,Michael,Dickerson,1975-06-25,Arizona,USA,77.0,190.0,True,False,False,1998.0,1.0,14.0,Michael Dickerson
738,1723,Matt,Harpring,1976-05-31,Georgia Tech,USA,79.0,230.0,False,True,False,1998.0,1.0,15.0,Matt Harpring
739,1724,Bryce,Drew,1974-09-21,Valparaiso,USA,75.0,184.0,True,False,False,1998.0,1.0,16.0,Bryce Drew
740,1725,Rasho,Nesterovic,1976-05-30,Virtus Bologna,Slovenia,84.0,255.0,False,False,True,1998.0,1.0,17.0,Rasho Nesterovic
741,1726,Mirsad,Turkcan,1976-06-07,Efes Pilsen,Turkey,81.0,1726.0,False,True,False,1998.0,1.0,18.0,Mirsad Turkcan
742,1727,Pat,Garrity,1976-08-23,Notre Dame,USA,81.0,238.0,False,True,False,1998.0,1.0,19.0,Pat Garrity
743,1728,Roshown,McLeod,1975-11-17,Duke,USA,,,False,True,False,1998.0,1.0,20.0,Roshown McLeod
744,1729,Ricky,Davis,1979-09-23,Iowa,USA,79.0,195.0,True,False,False,1998.0,1.0,21.0,Ricky Davis
745,1730,Brian,Skinner,1976-05-19,Baylor,USA,81.0,1730.0,False,False,False,1998.0,1.0,22.0,Brian Skinner
746,1731,Tyronn,Lue,1977-05-03,Nebraska,USA,72.0,175.0,True,False,False,1998.0,1.0,23.0,Tyronn Lue
747,1732,Felipe,Lopez,1974-12-19,St. John's (NY),Dominican Republic,77.0,195.0,True,True,False,1998.0,1.0,24.0,Felipe Lopez
748,1733,Al,Harrington,1980-02-17,St. Patrick HS (NJ),USA,81.0,245.0,False,True,False,1998.0,1.0,25.0,Al Harrington
749,1734,Sam,Jacobson,1975-07-22,Minnesota,USA,,,True,False,False,1998.0,1.0,26.0,Sam Jacobson
750,1735,Vladimir,Stepania,1976-05-08,Union Olimpija,Georgia,85.0,1735.0,False,False,True,1998.0,1.0,27.0,Vladimir Stepania
751,1736,Corey,Benjamin,1978-02-24,Oregon State,USA,78.0,200.0,True,False,False,1998.0,1.0,28.0,Corey Benjamin
752,1737,Nazr,Mohammed,1977-09-05,Kentucky,USA,82.0,1737.0,False,False,True,1998.0,1.0,29.0,Nazr Mohammed
753,1738,Ansu,Sesay,1976-07-29,Mississippi,USA,81.0,225.0,False,True,False,1998.0,2.0,30.0,Ansu Sesay
754,1739,Ruben,Patterson,1975-07-31,Cincinnati,USA,77.0,223.0,False,True,False,1998.0,2.0,31.0,Ruben Patterson
755,1740,Rashard,Lewis,1979-08-08,Elsik HS (TX),USA,82.0,235.0,False,True,False,1998.0,2.0,32.0,Rashard Lewis
756,1741,Jelani,McCoy,1977-12-06,UCLA,USA,82.0,245.0,False,True,True,1998.0,2.0,33.0,Jelani McCoy
757,1742,Shammond,Williams,1975-04-05,North Carolina,USA,73.0,1742.0,True,False,False,1998.0,2.0,34.0,Shammond Williams
758,1743,Bruno,Sundov,1980-02-10,Split,Croatia,86.0,260.0,False,False,True,1998.0,2.0,35.0,Bruno Sundov
759,1744,Jerome,James,1975-11-17,Florida A&M,USA,85.0,1744.0,False,False,True,1998.0,2.0,36.0,Jerome James
760,1745,Casey,Shaw,1975-07-20,Toledo,USA,83.0,255.0,False,False,True,1998.0,2.0,37.0,Casey Shaw
761,1746,DeMarco,Johnson,1975-10-06,North Carolina-Charlotte,USA,81.0,245.0,False,True,False,1998.0,2.0,38.0,DeMarco Johnson
762,1747,Rafer,Alston,1976-07-24,Fresno State,USA,74.0,175.0,True,False,False,1998.0,2.0,39.0,Rafer Alston
763,1748,Korleone,Young,1978-12-31,Hargrave Military Academy (KS),USA,79.0,213.0,False,True,False,1998.0,2.0,40.0,Korleone Young
764,1749,Cuttino,Mobley,1975-09-01,Rhode Island,USA,76.0,215.0,True,False,False,1998.0,2.0,41.0,Cuttino Mobley
765,1750,Miles,Simon,1975-11-21,Arizona,USA,75.0,202.0,True,False,False,1998.0,2.0,42.0,Miles Simon
766,1751,Jahidi,White,1976-02-19,Georgetown,USA,81.0,290.0,False,True,True,1998.0,2.0,43.0,Jahidi White
767,1752,Sean,Marks,1975-08-23,California,New Zealand,82.0,250.0,False,True,True,1998.0,2.0,44.0,Sean Marks
768,1753,Toby,Bailey,1975-11-19,UCLA,USA,78.0,213.0,True,False,False,1998.0,2.0,45.0,Toby Bailey
769,1754,Andrae,Patterson,1975-11-12,Indiana,USA,81.0,238.0,False,True,False,1998.0,2.0,46.0,Andrae Patterson
770,1755,Tyson,Wheeler,1975-10-08,Rhode Island,USA,70.0,165.0,True,False,False,1998.0,2.0,47.0,Tyson Wheeler
771,1756,Ryan,Stack,1975-07-24,South Carolina,USA,83.0,215.0,False,True,False,1998.0,2.0,48.0,Ryan Stack
772,1757,Cory,Carr,1975-12-05,Texas Tech,USA,76.0,1757.0,True,False,False,1998.0,2.0,49.0,Cory Carr
773,1760,Derrick,Dial,1975-12-20,Eastern Michigan,USA,76.0,1760.0,True,False,False,1998.0,2.0,52.0,Derrick Dial
774,1761,Greg,Buckner,1976-09-16,Clemson,USA,76.0,210.0,True,False,False,1998.0,2.0,53.0,Greg Buckner
775,1762,Tremaine,Fowlkes,1976-04-11,Fresno State,USA,80.0,220.0,False,True,False,1998.0,2.0,54.0,Tremaine Fowlkes
776,1763,Ryan,Bowen,1975-11-20,Iowa,USA,81.0,218.0,False,True,False,1998.0,2.0,55.0,Ryan Bowen
777,1764,J.R.,Henderson,1976-10-30,UCLA,USA,80.0,233.0,False,True,False,1998.0,2.0,56.0,JR Henderson
778,1765,Torraye,Braggs,1976-05-15,Xavier,USA,80.0,245.0,False,True,False,1998.0,2.0,57.0,Torraye Braggs
779,1766,Maceo,Baston,1976-05-29,Michigan,USA,82.0,230.0,False,True,False,1998.0,2.0,58.0,Maceo Baston
780,1800,Damon,Jones,1976-08-25,Houston,USA,75.0,195.0,True,False,False,-1.0,-1.0,-1.0,Damon Jones
781,1801,Jonathan,Kerner,1974-06-06,East Carolina,USA,83.0,245.0,False,False,True,-1.0,-1.0,-1.0,Jonathan Kerner
782,1802,Brad,Miller,1976-04-12,Purdue,USA,84.0,261.0,False,True,True,-1.0,-1.0,-1.0,Brad Miller
783,1806,James,Blackwell,1968-02-25,Dartmouth,USA,72.0,190.0,True,False,False,-1.0,-1.0,-1.0,James Blackwell
784,1814,Chris,Smith,1970-05-17,Connecticut,USA,75.0,190.0,True,False,False,1992.0,2.0,34.0,Chris Smith
785,1817,Adonis,Jordan,1970-08-21,Kansas,USA,71.0,170.0,True,False,False,1993.0,2.0,42.0,Adonis Jordan
786,1819,John,Turner,1967-11-30,Phillips,USA,80.0,245.0,False,True,False,1991.0,1.0,20.0,John Turner
787,1820,Kelly,McCarty,1975-08-24,Southern Mississippi,USA,79.0,200.0,True,True,False,-1.0,-1.0,-1.0,Kelly McCarty
788,1821,Mark,Randall,1967-09-30,Kansas,USA,80.0,235.0,False,True,False,1991.0,1.0,26.0,Mark Randall
789,1823,Makhtar,N'diaye,1973-12-12,North Carolina,Senegal,80.0,1823.0,False,True,False,-22.0,-22.0,-22.0,Makhtar N'diaye
790,1824,Peter,Aluma,1973-04-26,Liberty,USA,82.0,260.0,False,False,True,-1.0,-1.0,-1.0,Peter Aluma
791,1829,Ike,Fontaine,1975-04-16,Washington State,USA,,,,,,-1.0,-1.0,-1.0,Ike Fontaine
792,1831,Marlon,Garnett,1975-07-03,Santa Clara,USA,74.0,186.0,True,False,False,-1.0,-1.0,-1.0,Marlon Garnett
793,1838,Tyrone,Nesby,1976-01-31,UNLV,USA,78.0,245.0,True,True,False,-1.0,-1.0,-1.0,Tyrone Nesby
794,1839,Randy,White,1967-11-04,Louisiana Tech,USA,80.0,240.0,False,True,False,1989.0,1.0,8.0,Randy White
795,1844,Fred,Vinson,1971-01-28,Georgia Tech,USA,76.0,190.0,True,False,False,-1.0,-1.0,-1.0,Fred Vinson
796,1845,Andrew,Gaze,1965-07-24,Seton Hall,USA,,,,,,-1.0,-1.0,-1.0,Andrew Gaze
797,1846,Chris,Welp,1964-01-02,Washington,USA,84.0,245.0,False,False,True,1987.0,1.0,16.0,Chris Welp
798,1847,Thurl,Bailey,1961-04-07,North Carolina State,USA,83.0,247.0,False,True,False,1983.0,1.0,7.0,Thurl Bailey
799,1848,Mike,Higgins,1967-02-17,Northern Colorado,USA,81.0,220.0,False,True,False,-1.0,-1.0,-1.0,Mike Higgins
800,1852,Jeff,Sheppard,1974-12-29,Kentucky,USA,75.0,190.0,True,False,False,-1.0,-1.0,-1.0,Jeff Sheppard
801,1853,Anthony,Carter,1975-06-16,Hawaii,USA,73.0,1853.0,False,False,False,-22.0,-22.0,-22.0,Anthony Carter
802,1855,Mark,Macon,1969-04-14,Temple,USA,76.0,185.0,True,False,False,1991.0,1.0,8.0,Mark Macon
803,1858,Mark,Baker,1969-11-11,Ohio State,USA,73.0,175.0,True,False,False,-1.0,-1.0,-1.0,Mark Baker
804,1861,Negele,Knight,1967-03-03,Dayton,USA,73.0,175.0,True,False,False,1990.0,2.0,31.0,Negele Knight
805,1863,Earl,Boykins,1976-06-02,Eastern Michigan,USA,65.0,133.0,True,False,False,-1.0,-1.0,-1.0,Earl Boykins
806,1864,Steve,Goodrich,1976-03-18,Princeton,USA,82.0,220.0,False,False,True,-1.0,-1.0,-1.0,Steve Goodrich
807,1868,Trevor,Winter,1974-01-07,Minnesota,USA,84.0,275.0,False,False,True,-1.0,-1.0,-1.0,Trevor Winter
808,1869,Charles R.,Jones,1975-07-17,Long Island-Brooklyn,USA,75.0,180.0,True,False,False,-1.0,-1.0,-1.0,Charles R Jones
809,1871,Gerald,Brown,1975-07-28,Pepperdine,USA,76.0,210.0,True,False,False,-1.0,-1.0,-1.0,Gerald Brown
810,1872,Randell,Jackson,1976-01-06,Florida State,USA,83.0,215.0,False,True,False,1999.0,,,Randell Jackson
811,1874,Jeff,Sanders,1966-01-14,Georgia Southern,USA,80.0,225.0,False,True,False,1989.0,1.0,20.0,Jeff Sanders
812,1882,Elton,Brand,1979-03-11,Duke,USA,81.0,1882.0,False,True,False,1999.0,1.0,1.0,Elton Brand
813,1883,Steve,Francis,1977-02-21,Maryland,USA,75.0,210.0,True,False,False,1999.0,1.0,2.0,Steve Francis
814,1884,Baron,Davis,1979-04-13,UCLA,USA,75.0,212.0,True,False,False,1999.0,1.0,3.0,Baron Davis
815,1885,Lamar,Odom,1979-11-06,Rhode Island,USA,82.0,230.0,False,True,False,1999.0,1.0,4.0,Lamar Odom
816,1886,Jonathan,Bender,1981-01-30,Picayune HS (MS),USA,84.0,230.0,False,True,False,1999.0,1.0,5.0,Jonathan Bender
817,1887,Wally,Szczerbiak,1977-03-05,Miami (Ohio),USA,79.0,240.0,True,True,False,1999.0,1.0,6.0,Wally Szczerbiak
818,1888,Richard,Hamilton,1978-02-14,Connecticut,USA,79.0,1888.0,True,False,False,1999.0,1.0,7.0,Richard Hamilton
819,1889,Andre,Miller,1976-03-19,Utah,USA,75.0,200.0,True,False,False,1999.0,1.0,8.0,Andre Miller
820,1890,Shawn,Marion,1978-05-07,UNLV,USA,79.0,228.0,True,True,False,1999.0,1.0,9.0,Shawn Marion
821,1891,Jason,Terry,1977-09-15,Arizona,USA,74.0,185.0,True,False,False,1999.0,1.0,10.0,Jason Terry
822,1892,Trajan,Langdon,1976-05-13,Duke,USA,,,,,,1999.0,1.0,11.0,Trajan Langdon
823,1893,Aleksandar,Radojevic,1976-08-08,Buducnost,Bosnia and Herzegovina,87.0,250.0,False,False,True,1999.0,1.0,12.0,Aleksandar Radojevic
824,1894,Corey,Maggette,1979-11-12,Duke,USA,78.0,225.0,False,True,False,1999.0,1.0,13.0,Corey Maggette
825,1895,William,Avery,1979-08-08,Duke,USA,74.0,180.0,True,False,False,1999.0,1.0,14.0,William Avery
826,1897,Metta,World Peace,1979-11-13,St. John's (NY),USA,79.0,260.0,False,True,False,1999.0,1.0,16.0,Metta World Peace
827,1898,Cal,Bowdler,1977-03-31,Old Dominion,USA,82.0,1898.0,False,True,False,1999.0,1.0,17.0,Cal Bowdler
828,1899,James,Posey,1977-01-13,Xavier,USA,80.0,217.0,False,True,False,1999.0,1.0,18.0,James Posey
829,1900,Quincy,Lewis,1977-06-26,Minnesota,USA,79.0,215.0,True,True,False,1999.0,1.0,19.0,Quincy Lewis
830,1901,Dion,Glover,1978-10-22,Georgia Tech,USA,77.0,225.0,True,True,False,1999.0,1.0,20.0,Dion Glover
831,1902,Jeff,Foster,1977-01-16,Southwest Texas State,USA,83.0,250.0,False,True,True,1999.0,1.0,21.0,Jeff Foster
832,1903,Kenny,Thomas,1977-07-25,New Mexico,USA,79.0,245.0,False,True,True,1999.0,1.0,22.0,Kenny Thomas
833,1904,Devean,George,1977-08-29,Augsburg,USA,80.0,235.0,False,True,False,1999.0,1.0,23.0,Devean George
834,1905,Andrei,Kirilenko,1981-02-18,CSKA Moscow,Russia,81.0,235.0,False,True,False,1999.0,1.0,24.0,Andrei Kirilenko
835,1906,Tim,James,1976-12-25,Miami,USA,79.0,214.0,False,True,False,1999.0,1.0,25.0,Tim James
836,1907,Vonteego,Cummings,1976-02-29,Pittsburgh,USA,,1907.0,False,False,False,1999.0,1.0,26.0,Vonteego Cummings
837,1908,Jumaine,Jones,1979-02-10,Georgia,USA,80.0,230.0,False,True,False,1999.0,1.0,27.0,Jumaine Jones
838,1909,Scott,Padgett,1976-04-19,Kentucky,USA,81.0,240.0,False,True,False,1999.0,1.0,28.0,Scott Padgett
839,1910,Leon,Smith,1980-11-02,Martin Luther King HS (IL),USA,82.0,235.0,False,True,False,1999.0,1.0,29.0,Leon Smith
840,1911,John,Celestand,1977-03-06,Villanova,USA,75.0,1911.0,True,False,False,1999.0,2.0,30.0,John Celestand
841,1913,Michael,Ruffin,1977-01-21,Tulsa,USA,80.0,1913.0,False,True,True,1999.0,2.0,32.0,Michael Ruffin
842,1914,Chris,Herren,1975-09-27,Fresno State,USA,74.0,190.0,True,False,False,1999.0,2.0,33.0,Chris Herren
843,1915,Evan,Eschmeyer,1975-05-30,Northwestern,USA,83.0,250.0,False,False,True,1999.0,2.0,34.0,Evan Eschmeyer
844,1916,Calvin,Booth,1976-05-07,Penn State,USA,83.0,230.0,False,False,True,1999.0,2.0,35.0,Calvin Booth
845,1917,Wang,Zhi-zhi,1977-07-08,Bayi,China,85.0,284.0,False,False,True,1999.0,2.0,36.0,Wang Zhi-zhi
